date_creat,titre,titre_court,objet,adrs_libcommune,adrg_libvoie,adrg_codepostal,siteweb
2007-06-18,ESPACE BENESSERE,ESPACE BENESSERE,"promouvoir, développer et défendre certaines techniques simples et traditionnelles de prévention en matière de santé ainsi que les actes qui en découlent ; ces techniques sont le yoga, la réflexologie plantaire, l'acupuncture et d'autres techniques issues des méthodes traditionnelles chinoises et indiennes en France et à l'étranger",Perpignan,69  RUE ANSALDI,66000.0,http://www.espaceben.fr
2014-01-01,INSTITUT DES RELATIONS FRANCE CHINE,IRFC,"oeuvrer pour le développement des échanges et la coopération entre la Chine et la France sous toutes les formes et dans tous les domaines (culture, patrimoine, gastronomie, social, arts, sport, tradition, sciences, éducation, formation, tourisme, économie, commerce, etc)",Fayence,Aérodrome de Fa,83440,http://www.irfc.fr
2023-02-28,LE SALON DU CREATEUR,LE SALON DU CREATEUR,"promouvoir et informer le plus grand nombre aux méthodes qui encouragent notre responsabilisation individuelle ainsi que notre conscience collective, et qui favorise le développement personnel, aboutissant à un mieux-être individuel et par conséquent collectif ; 
ces méthodes et philosophies promues sont essentiellement celles des médecines ancestrales comme la médecine chinoise, l'ayurveda, l'aroma/phytothérapie, musicologie, mais aussi celles de la permaculture, de la médecine quantique, du yoga, de l'hypnose, de la diététique mais pas seulement, tout ce qui est attrait à l'artisanat (création de bijoux, de bougies
, upcycling, aux artistes en tout genre (comme sculpteurs, peintres
) tout ce qui pourrait contribuer à améliorer le bien-être des personnes ; 
d'uvrer notamment, en faveur du développement de la connaissance de ces méthodes, par les Salons, les foires, les marchés, les conférences, les expositions 
 de sensibiliser le public à l'écologie environnementale, émotionnelle, il est considéré que les groupes et les individus ont leur propre écosystème façonné par des diversités et différences se situant au niveau des perceptions, des croyances, des pratiques, des compétences, des valeurs, des cultures et des identités ; 
participer à l'évolution de la collectivité vers plus d'équilibre pour un développement durable de celle-ci ;",Fréjus,261  CHEMIN DE LA BAUME,83600,https://salonducreateur.com/
2007-10-15,NEI GONG,NEI GONG,"de reunir des personnes de tous âges et tous les milieux autour d'une activité sportive et culturelle axée principalement sur les arts martiaux et énergétiques chinois et artt de vie, calligraphie et art plastiques en salle et en plein air. elle considère ces activités commune un élément important de l'éducation, de la culture, de la santé publique, de l'intégration et de la participation à la vie sociale. toutes ces pratiques se déroulent dans un esprit de non compétition et sont axées sur l'é",Puget-Ville,114 RUE DE L'ARCHER,83390,https://www.taijineigong.fr
2014-01-02,ECOLE DU LION D'OR : ASSOCIATION PAI LIANG QIAO,ECOLE DU LION D'OR : ASSOCIATION PAI ,"enseigner la pratique des arts martiaux chinois anciens ainsi que faire découvrir l'ensemble de la culture chinoise qu'elle soit d'ordre sportive, culinaire ou historique",Six-Fours-les-Plages,75 RUE JACQUES BREL,83140,https://ecoleduliondor.fr/
2009-01-13,ASSOCIATION FRANÇAISE DES PARENTS ADOPTIFS D'ENFANTS DE CHINE (AFPAEC),AFPAEC,"approche multiculturelle, apolitique et laïque, information, soutien, défense des candidats à l'adoption en Chine et de leurs enfants, maintien des relations de confiance entre les autorités chinoises et les adoptants français dans l'intérêt de nos enfants à conserver un lien avec leur pays d'origine, parrainage et aide aux enfants de chine en soutenant des associations reconnues intervenant dans l'éducation santé constructions visant à améliorer leur vie",Rians,QUARTIER SAINT-MICHEL,83560,www.afpaec.org
2018-06-29,INSTITUT WUWEI-WUJI DU VAL D'ISSOLE,INSTITUT WUWEI-WUJI - VAL D'ISSOLE,"proposer l'apprentissage et l'approfondissement de la pratique du TAIJI QUAN, art martial d'origine chinoise, ainsi que toute autre pratique favorisant également la détente et le calme intérieur ainsi qu'une plus grande présence au sein de l'action",Sainte-Anastasie-sur-Issole,3  RUE DES AIRES,83136,https://www.wuwei-wuji.institute/
2024-01-31,RC CAR AVIGNON,RCCAR84,"promouvoir et partager l esprit loisir du modélisme radio commande, donner l accès a un lieu aux usagers pratiquant du modélisme, partager des moments conviviaux de pratique des disciplines radio commandées, réaliser des activités de réparation et d entretien de machines de modélisme en partageant nos expériences organiser des évènements afin de partager notre passion",Avignon,25  AVENUE DES LIERRES,84000,https://www.rc-car-avignon.fr
2013-04-02,LA FORGE DES POSSIBLES,LA FORGE DES POSSIBLES,"promouvoir la culture numérique, la réappropriation par chacun des technologies matérielles ou logicielles, l'innovation ouverte, l'apprentissage par le faire et la fabrication numérique ; favoriser l'émergence de nouvelles activités économiques, artistiques, pédagogiques ou scientifiques, liées à la démocratisation de la fabrication numérique personnelle et du prototypage rapide ;  mutualiser au sein d'un fablab (laboratoire de fabrication participatif ou micro-usine locale et partagée) : différentes machines soit traditionnelles (machines à coudre, tour à bois, électroportatifs,...) soit à commande numérique (découpe laser, imprimante 3D,...) ; des espaces ouverts de travail et de rencontre ; une communauté de participants prêts à : partager compétences, ressources et savoirs-faire ; documenter leurs projets et les rendre disponibles aux autres au minimum pour usage personnel ; participer à écrire ensemble l'histoire de la Forge des Possibles  et à animer/équiper le lieu ; construire, diffuser et animer des ateliers de découvertes, d'initiations ou de perfectionnement autour des techniques et des pratiques utilisées au sein du réseau mondial des FabLabs (prototypage rapide, arduino, impression 3D, innovation ouverte, publication en creative commons, ...) ; déployer d'autres lieux de fabrication numérique, temporaires ou au long terme, sur différents territoires ou lors d'événements particuliers ; favoriser les projets collaboratifs en créant un environnement propice à l'émergence de projets innovants",la Roche-sur-Yon,1  place Jacquard,85000,http://www.laforgedespossibles.org
2017-06-01,ENERGIE MUSICALE,ENERGIE MUSICALE,"cette association a pour but de:
la création de liens musicaux (jazz, musique classique, tradition, maraichine, médiéval, etc et faire partager ces talents à travers les concerts, les ateliers etc",Apremont,32 TER  ROUTE DE CHALLANS,85220,http://www.energiemusicale.wordpress.com
2018-12-03,TAI CHI ENERGIE WUDANG,TAI CHI ENERGIE WUDANG,Promouvoir les arts énergétiques chinois,Roche-sur-Yon,44 CHEMIN DES LOUPS,85000,http://www.tew85.fr
2022-12-12,LES POLICHINELLES,LES POLICHINELLES,"développer la filière de réemploi du jouet et de la puériculture, collecter, trier, valoriser les objets et vêtements liés à la petite enfance ; Sensibiliser les parents et les enfants grâce à des ateliers et animations ;",Roche-sur-Yon,21  RUE SAINT HILAIRE,85000,https://lespolichinellesrecyclerie.fr
2021-07-20,ALMA AGRI-NATURE,ALMA AGRI-NATURE,"créer, coordonner et animer l'écosystème agricole et la pédagogie à l'environnement au sein de l'écovillage ALMA ; conduire des exploitations agricoles ; Faciliter les installations de jeunes agriculteurs et d'éco-lieux par la division de grandes fermes en ateliers à taille humaine, plus abordables financièrement, demandant moins de mécanisation / machines, par la mutualisation et la mise à disposition de moyens (notamment bâti, foncier, matériel, humain) ; 
incuber de jeunes porteurs avant le lancement de leur propre structure ; promouvoir l'agro-écologie, la permaculture, l'agriculture biologique ; tenir une ferme pédagogique, développer des parcours nature éducatifs, des zones d'observation de la biodiversité ; oeuvrer à la production d'une alimentation saine, à la production durable et respectueuse du vivant et de l'environnement, vendue en circuit court ; oeuvrer et promouvoir la biodiversité, l'usage de moins de moyens agricoles, d'énergies renouvelables, le reboisement ; 
acquérir un maximum de terres agricoles pour les convertir en bio et éviter la concentration d'exploitations en grosses fermes industrielles ; développer des débouchés en circuit court, notamment via une table d'hôte et un magasin de producteurs au sein de l'écosystème ALMA",Nieul-le-Dolent,17  RUE DROITE,06300,http://almaecovillage.com
2007-08-31,INDOCHINE POITOU CHARENTES,INDOCHINE POITOU CHARENTES,"rassembler les fans du groupe Indochine de la région Poitou-Charentes, organiser des rencontres mensuelles, ainsi que des sorties et soirées diverses entre fans, centraliser l'achat des billets de concert afin de profiter des tarifs préférentiels, de centraliser les achats du merchandising officiel du groupe, organiser les déplacements et accompagner les personnes souhaitant assister au concert du groupe, partager son admiration pour Indochine et soutenir le groupe lors des différentes tournées",Poitiers,25  rue des Chardonnerets,86000.0,www.INDO-CHINE.fr
2014-08-27,POITOU SHIATSU,POITOU SHIATSU,"promotion du shiatsu à Poitiers, dans la région du Poitou, en France et dans le monde entier ; diffusion de cours de relaxation, de détente bien-être et thérapeutique, articulés autour des techniques corporelles japonaises nommées : shiatsu et self shiatsu ; enseignement d'exercices de relaxation, de détente bien-être avec les méthodes de relaxation : shiatsu, self shiatsu, sophrologie, sophrologie martiale, karaté sophrologique, arts martiaux japonais, arts martiaux chinois, yoga, gymnastique",Saint-Benoît,17  ruelle Pilori,86280.0,http://www.poitoushiatsu.fr
2020-08-26,SOCIÉTÉ FRANÇAISE DU SHIATSU,SOCIÉTÉ FRANÇAISE DU SHIATSU,"l'association nommée Société Française du Shiatsu est une association à but non lucratif loi 1901 qui a pour objet la promotion, le développement et l'enseignement des connaissances scientifiques et professionnelles dans le domaine du shiatsu, la méthode manuelle japonaise de pression digitale et de mobilisation articulaire, l'exercice du shiatsu, l'enseignement du shiatsu ainsi que la promotion et le soutien de la recherche en shiatsu et dans tous les domaines complémentaires issus des médecines traditionnelles japonaise et chinoise ;  la Société Française du Shiatsu est une société savante qui regroupe des experts, des professionnels et des amateurs éclairés faisant la promotion du shiatsu sur le territoire français et dans le monde entier, et publient des travaux de recherche originaux ; à travers ses éditos, ses travaux et ses réflexions, la Société Française du Shiatsu souhaite faire avancer la connaissance dans son domaine d'activité celui du shiatsu ; les activités de la Société Française du Shiatsu lui permettent par tous les moyens qu'elle choisit de répondre aux buts fixé par ses statuts, en particulier, à travers la marque Shiatsu France la mise en uvre d'un site Internet https : //www ; shiatsu-france ; com, la publication de la revue Shiatsu France Magazine, la publication de contenus, d'ouvrages ou de tous supports éditoriaux en format papier et/numérique, l'élaboration de recommandations scientifiques ou professionnelles, l'organisation de projets de recherche et éventuellement la recherche de leur financement, la représentation française au sein de sociétés savantes internationales en Europe, aux États-Unis ou au Japon, l'organisation des pratiques professionnelles et leur évaluation, l'organisation de congrès, séminaires, comités et réunions scientifiques, l'enseignement du shiatsu (pratique et théorique) , la formation continue des professionnels, la représentation professionnelle en tant que société savante auprès des autorités et des autres professionnels, l'information vers les différents publics et toute autre activité conforme aux buts de l'association ; la Société Française du Shiatsu peut seule ou en relation avec d'autres associations, écoles, universités, sociétés savantes faisant référence en France et dans le monde entier, exercer des expertises et des études scientifiques sur le shiatsu ; son activité principale comprend donc différentes tâches et missions comme ;
 mettre en place des études scientifiques à travers des protocoles de shiatsu, allant du cadre du bienêtre ; relaxation, confort, esthétique à l'accompagnement de la santé et au traitement manuel ciblant certains symptômes et/ou pathologies ; proposer un enseignement pédagogique, entraînement, formation à travers l'organisation de stages ponctuels ou réguliers en France et dans le monde entier ; ceci afin de délivrer un certificat de pratique intitulé « Intervenant Shiatsu » soit en délivrant un nouveau titre RNCP (certification professionnelle) pour le compte de l'association, soit en délivrant un titre déjà existant dans une base de registre officielle (CNCP, France Compétences, etc ; ) ; publier des contenus numériques sur le site accessible à l'URL https : //www ; shiatsufrance ; com et tout site internet qui peut apporter de la visibilité et participer ainsi à la connaissance auprès du grand public et des institutions ; éditer des articles et des dossiers dans la revue Shiatsu France Magazine (format papier et numérique) ; éditer, publier et distribuer des ouvrages qui permettent la reconnaissance du shiatsu et des méthodes complémentaires auprès des différents publics ;",Saint-Benoît,5  RUE DE PARIGNY,86280.0,https://www.shiatsu-france.com/
2011-07-01,"INSTITUT DE TAI JI DE LA HAUTE-VIENNE, ANTENNE DE L'I.F.T.I.Z.D.",ITJHV,"faire découvrir le taï ji par les cours et les interventions de maître zhang dongwu et/ou de ses disciples et des professeurs formés par eux ; faire connaître les bienfaits de pratique manuelle lié à l'asie, en particulier la chine, l'inde et la thaïlande ; et éventuellement l'art ou les langues de ces pays ; permettre les venues de maître dongwu afin qu'ils puissent dispenser les enseignements ; organiser des stages, des cessions et des séminaires en haute-vienne ainsi que des voyages en france métropolitaine, au sein de l'iftjzd (institut français de taï ji zhang dongwu) ou en chine au centre de recherche de taï ji quan de maître zhang dongwu, à zhengzhou",Limoges,7  Allée des sonneurs,87220.0,www.taiji87.fr
2012-08-31,ERRANCE,ERRANCE,"créer un réseau actif d'échanges, d'information et d'incitation à la réalisation des projets innovants artistiques sur le territoire de la région limousin ; interventions artistiques telles que expositions, conférences, ateliers, échanges culturels ; l'association regroupant de jeunes artistes et designers élabore des évènements ; l'association favorise les échanges des artistes, designers et de jeunes diplômés des écoles d'art en chine et en france ; elle encourage ainsi l'accomplissement de ses membres et de leurs projets par l'entraide et les relations culturelles ; l'association favorise les créations, les recherches en céramique et porcelaine",Limoges,17  RUE BANC LéGER,87000.0,www.atelier-errance.tumblo.com
2015-07-09,CENTRE DE TAI JI DE BOISSEUIL,CENTRE DE TAI JI DE BOISSEUIL,"faire connaître le Tai Ji Quan (Tai chi Quan), le Qi Gong et la calligraphie chinoise ; faire connaître la culture traditionnelle chinoise lié à ces arts, telles que la langue chinoise, la cérémonie du thé, la médecine traditionnelle chinoise, etc ; éditer et diffuser des supports pédagogiques(CD, DVD, etc) liés à ces pratiques ; faire connaître les bienfaits du Tai Ji Quan, du Qi Gong et de la calligraphie chinoise ; permettre des échanges culturels entre la Chine et la France ; organiser des stages, des sessions et des séminaires ainsi que des voyages en France métropolitaine ou en Chine ; utiliser toutes sortes de supports culturels et artistiques : séminaires, cours, stages, expositions, colloques ou tout autre moyen de communication ; vendre des CD, DVD, livres et tout objet utile à la pratique du Tai Ji Quan, du Qi Gong et de la calligraphie chinoise",Boisseuil,5  ROUTE DE LIMOGES,87220.0,http://www.taiji87.fr
2016-07-01,ZEN SHIATSU LIMOUSIN,ZEN SHIATSU LIMOUSIN,"la découverte, l'étude, la promotion et la pratique du shiatsu, des arts martiaux et disciplines associées en lien avec la médecine chinoise, la diététique, la phytothérapie, la méditation, la relaxation, les arts plastiques, paysagers, poétiques et les différentes techniques liées au bien-être corporel, énergétique et spirituel",Saint-Laurent-sur-Gorre,,87310.0,www.zenshiatsulimousin.com
2022-09-16,PERLE ET DRAGONS ASSOCIATION,PERLE ET DRAGONS,"créer un pôle afin de réunir et d'aider au développement des projets culturels et associatifs ; faire découvrir, partager et faire fructifier les arts traditionnels notamment chinois : la culture, la sagesse, les arts de santés, les arts énergétiques traditionnels chinois, en organisant des manifestations (cours collectifs, séminaires, festivals, projections vidéo, expositions, démonstrations) pour cela, 
l'association peut être amenée à employer du personnel",Cussac,4   CHAMBINAUD,87150.0,https://perleetdragons.com
2001-10-29,L'ART ET LA VOIE,L'ART ET LA VOIE,"promouvoir les arts énergétiques chinois et orientaux à travers l'enseignement des disciplines qi gong, calligraphie, taïchichuan et associées",Norville,7 RUE DES ACACIAS,91290,http://www.lartetlavoie.fr
2012-06-04,ASSOCIATION D'ECHANGES CULTURELS ET EDUCATIFS EUROPE-CHINE (AECEEC),AECEEC,"promouvoir, susciter, consolider et renforcer les échanges entre l'Europe et la Chine afin de favoriser l'ouverture d'esprit sur des cultures différentes ; développer les liens d'amitiés et encourager la communication entre les peuples (surtout les jeunes) de ces deux régions",Massy,25  résidence du Parc,91300,www.aeceec.com
2021-05-19,ACADEMIE DE KUNG FU ET DE SELF DEFENSE,AKFSD,"pratiquer et enseigner les arts martiaux externes, internes et énergétiques chinois et la Self défense ; Proposer, dispenser  et mettre à disposition des formations  concernant le domaine associatif sportif ; Faire la promotion de ses arts sous toutes ces formes ;",Palaiseau,7  RUE DE CAEN,91120,https://www.akfsd.fr/
2010-09-30,ASSOCIATION DES ÉTUDIANTS FRANCO-CHINOIS DE L'UNIVERSITÉ PARIS-SACLAY (AEFC),(AEFC),"information de ses membres, afin de favoriser l'intégration des nouveaux étudiants et le déroulement de leurs études en Chine ; création et mise à disposition d'un réseau professionnel, la promotion des échanges universitaires franco-chinois, l'accueil et l'information des étudiants chinois en échange universitaire au sein de l'Université Paris Sud",Sceaux,54 BOULEVARD DESGRANGES UNIVERSITÉ PAR,92330,http://aefcps.wordpress.com
2013-03-16,ARTS MARTIAUX FANG,ARTS MARTIAUX FANG,"faire découvrir, enseigner, développer le goût et la pratique des arts énergétiques et martiaux internes Taji Quan, Qi Gong, et autres ou externes Kung Fu, et autres d'origine chinoise, sous leurs formes les plus diverses ; sportives, compétitives, méditatives ou orientées vers le bien-être ; étudier et transmettre les techniques, traditions et esprits originaux de ces arts ; favoriser toutes activités permettant de promouvoir les arts énergétiques et martiaux chinois ; promouvoir la culture asiatique, en particulier la culture chinoise, sous toutes ses formes",Vanves,10  RUE ERNEST LAVAL,92170,http://www.artsmartiauxfang.com
2016-05-18,LIFE EQUILBRIUM,LIFE-E,"prévenir les maladies chroniques et améliorer la santé des personnes qui en sont atteintes ; oeuvrer pour une meilleure santé globale mentale, physique, sociale et spirituelle de chaque individu ou groupe d'individu ; promouvoir les Activités Physiques et Sportives A ; P ; S , une alimentation saine, la méditation, les pratiques traditionnelles yoga, médecine chinoise, Ayurveda, etc ;  , la psychologie positive, la santé environnementale ; agir sur les facteurs socio-environnementaux de la santé et du bien-être en favorisant un développement durable économie sociale et solidaire, écologie, éducation, aménagements urbains etc ;",Antony,47  avenue FERDINAND BUISSON,92100,http://www.life-e.fr
2019-05-06,MANDARINS 92,M92,promouvoir la langue chinoise dans le département 92,Châtenay-Malabry,1  ALLEE MICHEL BERGER,92290,http://lesmandarins92.org
2020-12-10,ASSOCIATION DE L'EGLISE EVANGELIQUE CHINOISE D'ANTONY,EECA,"créer une association cultuelle est fondée conformément aux dispositions de la loi du 1er juillet 1901 et de la loi du 9 décembre 1905 ; elle prend pour titre : association de l'église évangélique chinoise dAntony et assurer la célébration du culte protestant évangélique conformément aux principes indiques dans la confession de foi, les statuts et le règlement intérieur",Antony,3  RUE DU SUD,92160,http://antony-chinesechurch.org
2021-03-16,ASSOCIATION FRANÇAISE DE WUSHU KUNG FU - FFK,AFWK,"assurer la pratique, le développement et la promotion des disciplines, sous toutes les formes sportives ou traditionnelles, associées au wushu et notamment  : les activités du qigong parfois présentées comme la filière énergétique des arts martiaux chinois, les activités du taijiquan ou tai chi, baguazhang, xingyquan et bajiquan parfois présentées comme la filière interne des arts martiaux chinois, les activités de changquan, nanquan ou encore kung fu traditionnel, parfois présentées comme la filière externe des arts martiaux chinois, les activités de sanda et shuaijiao parfois présentées comme la filière des arts du combat des arts martiaux chinois",Montrouge,39  RUE BARBES,92120,https://www.ffkarate.fr/wushu-arts-martiaux-chinois/
2023-08-13,ASSOCIATION ZIRANMEN FRANCE - CULTURE MARTIALE ET STYLE NATUREL,ASSOCIATION ZIRANMEN FRANCE,promotion et enseignement de la culture et des arts martiaux traditionnels chinois,Bourg-la-Reine,24  RUE FERDINAND JAMIN,92340,http://www.ziranmen.fr
1999-04-26,CONVERGENCES KUNG-FU WUSHU,CONVERGENCES KUNG-FU WUSHU,"dans une optique laïque et citoyenne : de contribuer au développement des qualités physiques, mentales et morales, inhérentes à la condition physique, à la santé et aux valeurs du sport et des arts martiaux ; de promouvoir et développer les arts martiaux internes et externes d'origine chinoise (kung fu wushu) , la préparation physique, les activités physiques adaptées (apa) , sport santé et réathlétisation, les activités physiques, sportives et artistiques (apsa) et les techniques de l'information et de la communication (tic) de créer des liens sociaux dans un esprit convivial et solidaire ; de rester informés et formés aux développements scientifiques, techniques et technologiques qui entrent dans le cadre des activités physiques et sportives et de les intégrer au mieux dans les pratiques que nous proposons ;",Nanterre,33 BD DE VALMY,92700,http://convergenceskfw.com
2005-01-13,COURBEVOIE KUNG FU (C.K.F),CKF,"d'enseigner et de promouvoir la pratique du kung fu, ainsi que de démontrer les qualités psychopédagogiques (maîtrise du corps et de l'esprit) des arts martiaux chinois",Courbevoie,91 BOULEVARD DE VERDUN,92400,http://www.courbevoie-kungfu.fr
2010-02-17,SHANGHAI YOUNG BAKERS,SYB,consiste à aider des orphelins chinois de 17 à 23 ans identifiés via un réseau d'associations chinoises partenaires à rentrer dans la vie active en leur procurant une formation professionnelle en boulangerie entièrement sponsorisée ; soutenir le rayonnement du programme Shanghai Young Bakers établi en Chine en France et à l'international ; assurer l'enregistrement du nom Shanghai Young Bakers et la protection du logo Shanghai Young  Bakers ainsi que du site web www.shanghaiyounghbakers.com ; organiser l'accueil des étudiants chinois Shanghai Young Bakers sur le territoire français ; effectuer les démarches nécessaires à l'obtention d'une dérogation auprès des autorités française pour la mise en place d'un double-diplôme en boulangerie dans le cadre du programme Shanghai Young Bakers ; encadrer la recherche la gestion et la récolte de fonds pour assurer le financement du programme,Levallois-Perret,11  rue Pierre Brossolette,92300,www.shanghaiyoungbakers.com
2012-06-23,DONG FANG WUSHU COURBEVOIE (DFWC),DONG FANG WUSHU COURBEVOIE,"développer le goût et la pratique des arts énergétiques et martiaux internes (Taiji Quan, Qi Gong) ou externes (Kung Fu) d'origine chinoise, sous leurs formes les plus diverses sportives, compétitives, méditatives ou orientées vers le bien-être ; étudier et transmettre la technique, la tradition et l'esprit originaux de ces arts ; favoriser toutes activités permettant de promouvoir les arts énergétiques et martiaux chinois",Courbevoie,91  BOULEVARD DE VERDUN,92400,http://kungfu92.fr
2013-04-03,ASSOCIATION RESEAU EDUCATION FRANCE-CHINE,AREFC,établir le lien avec un réseau d'étudiants chinois potentiellement intéressés pour poursuivre leurs études en France; Les aider à apprendre le français et suivre les cursus proposés en fonction de leurs attentes sur les programmes de formation (niveau Bac+3 et Bac+5); Collaborer avec une ou plusieurs Universités voire Instituts/organismes de formation qui n'ont pas à l'heure d'aujourd'hui de partenariat avec les écoles en Chine ou de réseaux d'étudiants chinois afin de pouvoir les accueillir et favoriser ainsi la diversité et l'aspect multiculturel des classes,Courbevoie,62  rue Rue de Strasbourg,92400,www.arefc.org
2013-09-11,INSTITUT ASIAFORME,INSTITUT ASIAFORME,formation continues d'adultes en thérapie traditionnelle chinoise et en développement personnel,Cholet,29 AVENUE DU MARÉCHAL LECLERC,49300,https://www.asiaforme.com
2013-10-14,ASSOCIATION D'ECHANGES CULTURELS ET FAMILIALS FRANCO-CHINOIS,A.E.F.C,promouvoir les échanges culturels et familials entre la Chine et la France,Gennevilliers,80  rue Henri Barbusse,92230,www.assofrancochinois.com
2016-02-15,"YIN YANG WUSHU, ARTS MARTIAUX ET ENERGÉTIQUES",YIN YANG WUSHU,"enseigner, pratiquer et promouvoir les disciplines du « WuShu » regroupant les Arts Martiaux et Énergétiques Chinois (ou affinitaires) : le Kung Fu WuShu, le Taiji Quan, le Qi Qong",Asnières-sur-Seine,5  RUE SADI CARNOT,92600,www.yinyangwushu.fr
2016-11-20,ASSOCIATION DE TENNIS FRANCO-CHINOIS,ATFC,entraînement et organisation des activités autour de tennis,Courbevoie,43  avenue Marceau,92400,http://atfctennis.com
2016-12-03,MAGICIENS CHINOIS EN FRANCE,MCF,stimuler la communication entre les magiciens chinois et magiciens français,Levallois-Perret,82  rue Baudin,92300,http://magicienenfrance.strikingly.com/
2018-01-24,BAMBOU SUR SEINE,BSS,"promouvoir la culture Chinoise à travers l'histoire, l'art et la langue, auprès du public Français et Franco-Chinois ; diffuser des connaissances en proposant des expositions, conférences, formations et échanges évènementiels ; cette mise à disposition de l'information visuelle, textuelle et orale à la fois spécialisée et démocratisée est réalisée principalement en Français et Chinois, par souci de large diffusion et de dialogues entre les cultures ; les initiatives développées par l'association s'inscrivent dans le cadre de collaborations artistiques, institutionnelles et scientifiques en France jusqu'en Chine ;",Puteaux,108  RUE DE LA REPUBLIQUE,92800,http://bambousurseine.org
2019-03-13,TEAM BOL D'OR FOREVER,BOL D'OR FOREVER,"d'aider à faire rouler en priorité les honda type bol d'or dans le domaine de la pratique moto sur piste, en entraînement comme en compétition, à former et donner tous conseils techniques sur la mécanique, le pilotage et de répondre à toutes questions reliant la discipline à ce type de machine ; de faire participer son équipe à la pratique des sports mécaniques motos sur piste, en entrainement comme en compétition, à faire participer des jeunes à des manifestations organisées par la fédération française de motocyclisme et à promouvoir la sécurisée routière ; le team aura la possibilité de présenter ces machines sur des salons et autre exposition pour faire ça promotion hors période de compétions ; le team aura la possibilité d'organiser des roulages entrainement encadré nommé : bol d'or cup forever ; ils s'organiseront autour de son forum portant les initial : bocf (pour bol d'or cup forever)",Levallois-Perret,85  RUE ARISTIDE BRIAND,92300,http://bocf.forumactif.com
2021-03-15,A L'ÉCOLE DE SHUANG,A L'ÉCOLE DE SHUANG,"promouvoir,  enseigner,  diffuser le chinois en France ; 
Préparer les apprenants à l'ensemble des concours ou tests officiels, comme notamment les « HSK » ; 
l'initiation et la pratique de la langue chinoise auprès de ses adhérents, comme également la possibilité de faire prendre en charge, auprès des entreprises, cet enseignement au titre de la formation continue ; 
Ainsi que  : 
Développer les facultés morales, intellectuelles, artistiques et langagières de ses membres par l'utilisation de toute méthode, tout support connu aujourd'hui et à l'avenir ; 
l' enseignement de la calligraphie et de la peinture chinoise ; 
L'enseignement et la pratique des arts martiaux comme notamment le Qigong et taiqiquan
Organiser des séjours en Chine pour l'apprentissage du chinois et la découverte du pays et de ses spécificités notamment comme la porcelaine de Jingdezhen, comme l'armée de Xi'an ou encore, comme la cuisine du Sichuan ;  ;  ; 
Organiser des rencontres en France ou en Chine dans le cadre des activités de l'Association ; Des rencontres relatives à la langue et/ou à la culture et/ou aux arts dispensés dans l'association ou ayant un rapport avec la Chine ; 
Faire de la publication de textes ou d'ouvrages en chinois et vis et versa ; 
Concevoir, produire, réaliser, publier, diffuser, tout type de programme sur et pour tout type de support en relation avec l'apprentissage de la langue chinoise et / ou  de la culture chinoise et française ; 
Toute action notamment dans le domaine du multimédia, de l'internet, de l'intranet, se rapportant aux activités précitées, 
Toute action de formation ayant un rapport direct avec l'objet principal des statuts, comme notamment formation en rapport avec un domaine spécifique de la langue (la presse ou les lettres classiques ou le domaine du sport ;  ;  ; )",Bois-Colombes,7 bis  ALLEE DES PASSIFLORES,92270,http://alecoledeshuangwixsite.com/alecoledeshuang
1985-10-10,ÉCOLE CHINOISE DE PARIS,ECOLE CHINOISE DE PARIS,"enseigner les langues, mener des activités culturelles, essentiellement d'héritage chinois, mais non exclusivement ; promouvoir toute activité propre à compléter cet enseignement et cette découverte",Paris 13e,11 RUE CAILLAUX,75013,http://ecolechinoisedeparis.com/
2024-08-22,LIGUE ÎLE DE FRANCE DE LA FÉDÉRATION WUSHU FRANCE,LIGUE ILE DE FRANCE FWF,"fédérer les associations au sein desquelles sont pratiqués les arts énergétiques et martiaux chinois dont la liste est fixée par arrêté du ministre chargé des sports ou par décision du comité directeur fédéral ; Développer le goût, la pratique et l'enseignement du wushu et des arts énergétiques d'origine chinoise, sous leurs formes les plus diverses, compétitives, sportives, méditatives ou orientées vers le bien être à l'exclusion de toute discussion ou ingérence politique ou religieuse ; Étudier et transmettre la technique, la tradition et l'esprit originaux de ces arts, sans discrimination de style ou d'école, et dans le respect de leur différence et de leur diversité ; Entreprendre toute action susceptible d'apporter aux organismes affiliés une aide effective dans leur fonctionnement sur le plan de l'enseignement, de la création, de la diffusion et de la documentation, etc ; Représenter les organismes affiliés et défendre les intérêts du wushu modernes et traditionnels, des Art Énergétiques chinois ; Faire respecter les règlements de la fédération ; Favoriser toutes activités permettant de promouvoir le wushu et les arts énergétiques d'origine chinoise, et rechercher d'une façon générale tous les moyens légaux, éthiques et déontologiques propres à atteindre les buts définis ;",Clichy,48  RUE MARTRE,92110,https://ligue-idf.fwfwushu.fr/
2025-05-01,CHOEUR FRANCO-CHINOIS DE PARIS,CFCP,promouvoir le chant choral ; faciliter les échanges musicales et culturels entre la France et la Chine ; permettre la pratique du chant dans un cadre amateur et semi-professionnel ;,Courbevoie,8 RUE DU SERGENT BOBILLOT,92400,http://choeurfrancochinoisdeparis.fr/
2015-12-03,LA CANTINE CHINOISE,LCC,"la promotion des échanges culturels entre les jeunes expatriés chinois en France et les français en général ; la promotion des projets réalisés par les jeune expatriés chinois ; la création et le développement des activités culturels (meetup, conférences)",Boulogne-Billancourt,6  avenue PIERRE GRENIER,92100,http://lacantinechinoise.org/
